sampleID	stn	lat	lon	obstime	Salin	Temp	chla	Ptot	Ntot	PO4	pH	NH4	NO3	dist	stnDepth
17544	87	60.193	24.848	1976-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
2862	147	60.081	24.737	1976-08-23	5.46	16	7.3	0.613	31.429	0	8.4	0.286	0	3262	27
4084	68	60.136	24.86	1976-08-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4263	107	60.113	24.768	1976-08-23	5.54	16.2	9.4	1	35	0.129	8.5	0.214	0	1666	18
4912	125	60.098	24.892	1976-08-23	5.43	15.7	7.07	0.774	38.571	0	8.5	0.714	0	5727	28
4913	125	60.098	24.892	1976-08-23	5.43	15.7	6.78333333333333	0.774	38.571	0	8.5	0.714	0	5727	28
4914	125	60.098	24.892	1976-08-23	NA	NA	7.175	NA	NA	NA	NA	NA	NA	5727	28
4915	125	60.098	24.892	1976-08-23	NA	NA	7.5	NA	NA	NA	NA	NA	NA	5727	28
5537	122	60.058	24.706	1976-08-23	5.45	16.2	7.1	0.677	30.714	0	8.4	0.357	0	5425	41
17087	75	60.158	24.831	1976-08-23	5.55	16.2	9	1.355	38.571	0.097	8.4	0.286	0	649	8
17545	87	60.193	24.848	1976-08-23	5.39	16.95	67	6.452	135.714	1.677	8.7	0.143	0	423	3.5
19363	140	60.172	24.842	1976-08-23	5.5	16.9	39	4.839	71.429	1.613	8.6	0	0	376	3.5
18639	118	60.163	24.592	1976-08-24	5.55	16.5	6.9	1	37.143	0.065	NA	0.214	0	90	13
18767	120	60.109	24.656	1976-08-24	5.68	17	8	0.968	34.286	0.097	NA	0.071	0	518	9
2733	36	60.147	25.137	1976-08-25	5.39	16.3	5.6	0.677	27.143	0	7.8	0.214	0	2665	33
3441	114	60.082	25.125	1976-08-25	5.21	16.2	5.5	0.484	27.143	0	7.9	0.214	0	8515	47
6063	18	60.149	25.001	1976-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16063	4	60.193	24.991	1976-08-25	4.845	16.9	180	19.355	242.857	11.935	8.6	0.571	4.214	329	2.5
16344	23	60.184	25.035	1976-08-25	5.21	16	130	14.194	157.143	10	8.2	10.714	17.857	76	11
16454	25	60.193	25.087	1976-08-25	5.63	17.1	12	1.387	35	0.613	7.7	0.143	0	331	5
18190	111	60.194	25.195	1976-08-25	5.46	16.4	6.9	0.613	26.429	0	7.9	0.286	0	690	13
19412	146	60.169	24.905	1976-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
4919	125	60.098	24.892	1976-09-08	5.75	11.6	4.11	0.548	9.286	0.097	8	2	0	5727	28
4920	125	60.098	24.892	1976-09-08	5.75	11.6	4.31666666666667	0.548	9.286	0.097	8	2	0	5727	28
4921	125	60.098	24.892	1976-09-08	NA	NA	3.95	NA	NA	NA	NA	NA	NA	5727	28
4922	125	60.098	24.892	1976-09-08	NA	NA	3.8	NA	NA	NA	NA	NA	NA	5727	28
17088	75	60.158	24.831	1976-09-08	5.68	12.8	6.1	1	30	0.484	8	0.643	0	649	8
17546	87	60.193	24.848	1976-09-08	5.41	13.55	79	5.161	121.429	1.032	8.8	0	0	423	3.5
19364	140	60.172	24.842	1976-09-08	5.58	13.3	25	2.484	56.429	0.645	8.3	3.357	0	376	3.5
2863	147	60.081	24.737	1976-09-13	NA	NA	4	NA	NA	NA	NA	NA	NA	3262	27
4085	68	60.136	24.86	1976-09-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4264	107	60.113	24.768	1976-09-13	5.93	10.5	9.1	1.129	32.857	0.194	7.9	1	0	1666	18
5538	122	60.058	24.706	1976-09-13	5.91	10.4	4.1	0.548	27.143	0.065	7.9	0.429	0	5425	41
2734	36	60.147	25.137	1976-09-15	5.57	12.1	6.2	0.71	27.143	0	8	0.429	0	2665	33
6064	18	60.149	25.001	1976-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16064	4	60.193	24.991	1976-09-15	4.36	13.3	140	19.355	228.571	16.129	8.6	142.857	13.571	329	2.5
16455	25	60.193	25.087	1976-09-15	5.6	13.2	27	2.161	37.143	0.161	8.3	0.429	0.357	331	5
18191	111	60.194	25.195	1976-09-15	5.72	12.1	7.4	1	27.857	0.161	7.9	1	0.357	690	13
2864	147	60.081	24.737	1976-09-20	5.54	11.6	8	0.742	51.429	0.032	8.1	2.929	0.571	3262	27
18549	117	60.142	24.725	1976-09-20	5.83	10.55	4.5	0.839	25	0.323	8	0.714	0	561	3.5
18640	118	60.163	24.592	1976-09-20	5.26	11.5	8.9	0.968	37.857	0.097	7.9	0.214	0	90	13
18768	120	60.109	24.656	1976-09-20	5.82	11.6	5.7	0.774	28.571	0.129	7.9	0.286	0	518	9
4926	125	60.098	24.892	1976-09-22	5.57	11.2	7.82	1.29	36.429	0.032	8.2	1.071	0	5727	28
4927	125	60.098	24.892	1976-09-22	5.57	11.2	8.93333333333333	1.29	36.429	0.032	8.2	1.071	0	5727	28
4928	125	60.098	24.892	1976-09-22	NA	NA	7.325	NA	NA	NA	NA	NA	NA	5727	28
4929	125	60.098	24.892	1976-09-22	NA	NA	6.15	NA	NA	NA	NA	NA	NA	5727	28
17089	75	60.158	24.831	1976-09-22	5.7	11	10	1.29	27.143	0.129	8.4	0.786	0	649	8
17547	87	60.193	24.848	1976-09-22	5.345	10.65	93	4.839	85.714	0.161	9	0.071	0	423	3.5
19365	140	60.172	24.842	1976-09-22	5.435	10.5	120	6.452	100	0.323	9	0	0	376	3.5
2869	147	60.081	24.737	1977-06-06	5.32	8.7	12	0.806	25.714	0	8.9	0.571	0	3262	27
4091	68	60.136	24.86	1977-06-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4269	107	60.113	24.768	1977-06-06	5.37	8.45	12	0.677	27.143	0	8.8	0.214	0	1666	18
4987	125	60.098	24.892	1977-06-06	5.34	8.2	13	0.903	38.571	0.194	8.8	0.857	0	5727	28
5541	122	60.058	24.706	1977-06-06	5.34	8.8	11	0.677	26.429	0	8.8	0.214	0	5425	41
17558	87	60.193	24.848	1977-06-06	4.39	12.55	57	2.581	71.429	0	9.3	0.286	2.071	423	3.5
18774	120	60.109	24.656	1977-06-06	4.96	11.4	6.8	0.774	32.143	0.097	8.7	0.5	0	518	9
19370	140	60.172	24.842	1977-06-06	4.87	11.6	28	1.452	64.286	0.097	9.1	0.714	0	376	3.5
2740	36	60.147	25.137	1977-06-08	5.17	10.1	11	0.774	31.429	0	8.8	0.143	0	2665	33
3446	114	60.082	25.125	1977-06-08	5.14	NA	16	0.774	30.714	0	8.9	0.214	0	8515	47
18196	111	60.194	25.195	1977-06-08	5.16	9.7	9.8	0.29	27.857	0	8.9	0.214	0	690	13
18433	113	60.239	25.232	1977-06-08	5.03	12.5	2.6	0.452	32.143	NA	8.8	NA	NA	702	7
17102	75	60.158	24.831	1977-06-13	5.32	22	NA	0.581	44.286	0	8.7	0.5	0	649	8
17559	87	60.193	24.848	1977-06-13	4.31	16.3	NA	2.613	78.571	0.097	9.3	0.214	0	423	3.5
2870	147	60.081	24.737	1977-06-20	5.37	17.4	NA	0.548	14.286	0	8.9	0.143	0.5	3262	27
3195	154	60.095	24.761	1977-06-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	2713	20.6
4092	68	60.136	24.86	1977-06-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4270	107	60.113	24.768	1977-06-20	5.26	17.775	6.5	0.742	17.857	0.065	8.9	0.214	0.714	1666	18
4988	125	60.098	24.892	1977-06-20	5.26	16.6	4.2	0.645	17.857	0.032	8.9	0.286	0.357	5727	28
17103	75	60.158	24.831	1977-06-20	5.19	18.2	9.2	1.355	22.857	0.161	8.9	0.214	0.714	649	8
17560	87	60.193	24.848	1977-06-20	4.615	18.85	74	5.161	78.571	1.161	9.1	0.286	2.929	423	3.5
17830	92	60.175	24.878	1977-06-20	5.17	18.4	17	2.065	28.571	NA	8.9	NA	NA	1305	14.3
19371	140	60.172	24.842	1977-06-20	4.975	19.25	25	3.226	40	1.097	8.9	0.214	1.143	376	3.5
5542	122	60.058	24.706	1977-06-21	NA	NA	4.8	NA	NA	NA	NA	NA	NA	5425	41
18554	117	60.142	24.725	1977-06-21	NA	NA	11	NA	NA	NA	NA	NA	NA	561	3.5
18775	120	60.109	24.656	1977-06-21	NA	NA	5.4	NA	NA	NA	NA	NA	NA	518	9
6069	18	60.149	25.001	1977-06-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16069	4	60.193	24.991	1977-06-22	4.34	15.2	80	12.581	342.857	10.323	8.9	78.571	14.286	329	2.5
16347	23	60.184	25.035	1977-06-22	4.74	15.5	38	6.774	92.857	NA	8.8	NA	NA	76	11
16460	25	60.193	25.087	1977-06-22	4.98	16.8	10	1.484	39.286	NA	8.4	NA	NA	331	5
18197	111	60.194	25.195	1977-06-22	5.72	5.3	2.7	0.484	34.286	0.129	8.1	3.286	2.714	690	13
17104	75	60.158	24.831	1977-06-28	6	8.9	7.8	0.71	121.429	0.129	8	0.143	1.071	649	8
17561	87	60.193	24.848	1977-06-28	4.96	15.1	60	3.871	50.714	1	9	0.214	3.286	423	3.5
2871	147	60.081	24.737	1977-07-11	5.79	13.9	4.7	0.452	21.429	0.032	8.5	0.286	0	3262	27
3196	154	60.095	24.761	1977-07-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	2713	20.6
4093	68	60.136	24.86	1977-07-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4271	107	60.113	24.768	1977-07-11	5.84	14.5	4.7	0.613	22.143	0.065	8.3	0.357	0	1666	18
4989	125	60.098	24.892	1977-07-11	5.75	13.6	6.4	0.548	19.286	0	8.5	0.286	0	5727	28
5543	122	60.058	24.706	1977-07-11	5.79	14.1	4.4	0.452	20	0.032	8.5	0.214	0	5425	41
17105	75	60.158	24.831	1977-07-11	5.79	14.7	5.9	0.839	23.571	0.194	8.5	0.214	0	649	8
17562	87	60.193	24.848	1977-07-11	5.265	18.15	52	3.548	71.429	0.226	9.1	0.143	0.714	423	3.5
17831	92	60.175	24.878	1977-07-11	5.77	16.1	12	1.484	32.857	NA	8.6	NA	NA	1305	14.3
18555	117	60.142	24.725	1977-07-11	5.91	17.3	2.7	1.097	22.857	0.258	8.1	0.214	0	561	3.5
18645	118	60.163	24.592	1977-07-11	4.34	19.6	12	1.194	35.714	0.097	8.3	0.357	0.571	90	13
18776	120	60.109	24.656	1977-07-11	5.7	16.3	4.3	0.548	22.143	0.065	8.2	0.286	0	518	9
19372	140	60.172	24.842	1977-07-11	5.5	17.5	28	2.742	52.143	0.387	8.7	0.286	0.214	376	3.5
2592	44	60.143	24.966	1977-07-13	5.435	13.4	14	1.048	31.072	NA	8.7	NA	NA	1264	21
2741	36	60.147	25.137	1977-07-13	5.72	14.5	4	0.484	22.143	0.097	8.3	0.357	0	2665	33
3447	114	60.082	25.125	1977-07-13	5.68	14.2	3.5	0.419	20	0.065	8.6	0.286	0	8515	47
6070	18	60.149	25.001	1977-07-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16070	4	60.193	24.991	1977-07-13	4.93	15.45	96	11.29	228.571	6.774	9.5	13.571	17.143	329	2.5
16348	23	60.184	25.035	1977-07-13	5.41	16	38	4.516	60	NA	9.1	NA	NA	76	11
16461	25	60.193	25.087	1977-07-13	5.63	16.2	6.4	0.935	30	NA	8.1	NA	NA	331	5
16636	62	60.15	24.905	1977-07-13	5.79	14.8	NA	1.387	32.143	NA	8.5	NA	NA	463	11
17106	75	60.158	24.831	1977-07-13	5.79	14.1	NA	0.806	27.143	0.129	8.4	0.357	0	649	8
17563	87	60.193	24.848	1977-07-13	5.32	17.6	NA	4.516	78.571	0.742	9	0.286	1.429	423	3.5
18198	111	60.194	25.195	1977-07-13	5.7	14.8	9.1	0.839	27.143	0.129	8.4	0.286	0	690	13
18434	113	60.239	25.232	1977-07-13	5.68	14.2	4.4	0.742	24.286	NA	8	NA	NA	702	7
17107	75	60.158	24.831	1977-07-26	5.77	15.2	NA	1.194	31.429	0.194	7.9	0.214	0.429	649	8
17564	87	60.193	24.848	1977-07-26	5.32	16.2	NA	4.194	78.571	0.742	8.3	0.214	0.429	423	3.5
18199	111	60.194	25.195	1977-07-27	5.75	13.6	7.2	0.581	24.286	0.097	8.2	0.214	0.143	690	13
18435	113	60.239	25.232	1977-07-27	5.63	16.1	6.7	0.677	24.286	NA	8.1	NA	NA	702	7
2742	36	60.147	25.137	1977-07-28	5.79	14.3	6.2	0.613	25.714	0.065	8.1	0	0.214	2665	33
3448	114	60.082	25.125	1977-07-28	5.1	15.2	3	0.355	21.429	0	8.4	0.214	0	8515	47
4990	125	60.098	24.892	1977-07-28	5.88	14.4	4.7	0.419	24.286	0.032	8.3	0.286	0	5727	28
17108	75	60.158	24.831	1977-08-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	649	8
2872	147	60.081	24.737	1977-08-08	5.35	16.8	4.1	0.548	20.714	0.065	8.3	1	0.214	3262	27
3197	154	60.095	24.761	1977-08-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	2713	20.6
4094	68	60.136	24.86	1977-08-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4272	107	60.113	24.768	1977-08-08	5.425	17.275	6.5	0.71	21.429	0.097	8.3	0.357	0.429	1666	18
4991	125	60.098	24.892	1977-08-08	5.46	16.4	4.2	0.613	20	0.129	8.2	0.571	0.214	5727	28
5544	122	60.058	24.706	1977-08-08	5.37	16.6	3.6	0.484	22.143	0.032	8.2	0.286	0.071	5425	41
17109	75	60.158	24.831	1977-08-08	5.5	17.6	11	1.129	25.714	0.355	8.2	0.214	0.214	649	8
17565	87	60.193	24.848	1977-08-08	5.345	18.6	43	4.194	65.714	2.097	8.6	0.143	0.5	423	3.5
17832	92	60.175	24.878	1977-08-08	5.52	18.5	27	2.613	38.571	NA	8.4	NA	NA	1305	14.3
18556	117	60.142	24.725	1977-08-08	5.75	18.7	11	1.613	26.429	0.613	8.1	0.214	0.286	561	3.5
18646	118	60.163	24.592	1977-08-08	3.55	18.9	17	0.968	35.714	0.032	8.2	0.214	0.357	90	13
18777	120	60.109	24.656	1977-08-08	5.45	18.3	6.1	0.806	24.286	0.032	8.1	0.214	0.214	518	9
19373	140	60.172	24.842	1977-08-08	5.48	18.4	28	3.871	52.143	1.806	8.4	0.214	0.357	376	3.5
17566	87	60.193	24.848	1977-08-09	5.34	18.7	NA	5.484	71.429	2.387	8.5	NA	0.643	423	3.5
2593	44	60.143	24.966	1977-08-10	5.625	17.3	11	0.968	26.429	NA	8.1	NA	NA	1264	21
2743	36	60.147	25.137	1977-08-10	5.52	17.5	8.1	0.516	21.429	0.065	8	0.714	0.5	2665	33
3449	114	60.082	25.125	1977-08-10	5.43	16.9	4.4	0.903	30	0.065	8.2	0.429	0.286	8515	47
16637	62	60.15	24.905	1977-08-10	5.37	17.3	NA	1.935	43.571	NA	8.2	NA	NA	463	11
6071	18	60.149	25.001	1977-08-15	5.23	17.3	NA	2.709	47.858	1.854	8.25	5.858	3.179	1463	17
16071	4	60.193	24.991	1977-08-15	3.59	17.1	110	10.645	114.286	6.774	9.2	2.286	32.857	329	2.5
16349	23	60.184	25.035	1977-08-15	5.25	17.5	26	6.129	64.286	NA	8.1	NA	NA	76	11
16462	25	60.193	25.087	1977-08-15	5.55	18.25	12	1.548	32.143	NA	7.8	NA	NA	331	5
18200	111	60.194	25.195	1977-08-16	5.43	18.3	4.4	0.613	24.286	0.161	8.1	2	0.5	690	13
18436	113	60.239	25.232	1977-08-16	5.43	18.5	7.5	0.742	28.571	NA	8.1	NA	NA	702	7
17110	75	60.158	24.831	1977-08-23	5.54	16.5	NA	1.581	28.571	0.742	8	0.571	0.286	649	8
17567	87	60.193	24.848	1977-08-23	5.25	15.6	NA	5.484	100	1.355	8.8	0.214	0.857	423	3.5
17568	87	60.193	24.848	1977-08-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
2873	147	60.081	24.737	1977-08-29	5.57	15.3	4.6	0.677	23.571	0.29	8	1.429	0.429	3262	27
4992	125	60.098	24.892	1977-08-29	5.5	15.4	7.3	0.548	22.857	0.161	8	0.786	0.429	5727	28
18201	111	60.194	25.195	1977-08-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	690	13
18437	113	60.239	25.232	1977-08-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	702	7
16072	4	60.193	24.991	1977-09-05	2.34	17.1	220	38.71	421.429	26.774	9.2	235.714	37.857	329	2.5
17111	75	60.158	24.831	1977-09-06	5.73	14.9	9.5	1.29	15.714	0.29	8	0.357	0.071	649	8
17569	87	60.193	24.848	1977-09-06	5.25	16.7	95	5.484	68.571	0.871	8.9	0.286	0.5	423	3.5
17570	87	60.193	24.848	1977-09-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
2874	147	60.081	24.737	1977-09-12	6.62	8.7	9.2	1	28.571	0.29	8.7	2.429	0.357	3262	27
3198	154	60.095	24.761	1977-09-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	2713	20.6
4095	68	60.136	24.86	1977-09-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4273	107	60.113	24.768	1977-09-12	6.5525	8.925	12	1	27.143	0.419	8.1	0.143	0.071	1666	18
4993	125	60.098	24.892	1977-09-12	6.73	8.3	9.5	0.968	25	0.452	7.9	0.214	0.286	5727	28
5545	122	60.058	24.706	1977-09-12	5.72	8.4	9.4	0.935	22.143	0.387	8	0.286	0	5425	41
17112	75	60.158	24.831	1977-09-12	6.33	10.4	11	1.258	27.143	0.387	8.2	0.143	0.429	649	8
17571	87	60.193	24.848	1977-09-12	5.34	13.15	74	4.516	78.571	1.032	8.8	0.143	0.071	423	3.5
17833	92	60.175	24.878	1977-09-12	5.93	11.4	27	2.548	48.571	NA	8.5	NA	NA	1305	14.3
18557	117	60.142	24.725	1977-09-12	6.35	10.2	5.6	0.742	22.857	0.226	8.1	0.214	0.214	561	3.5
18647	118	60.163	24.592	1977-09-12	4.94	12.2	13	1.097	37.143	0.065	8.1	0.143	0.214	90	13
18778	120	60.109	24.656	1977-09-12	NA	11.7	8.7	0.742	24.286	0.097	8.1	0.214	0.214	518	9
19374	140	60.172	24.842	1977-09-12	5.7	12.45	34	2.548	62.857	0.581	8.5	0.143	0	376	3.5
2594	44	60.143	24.966	1977-09-14	6.11	6.8	6.5	1.016	26.429	NA	7.7	NA	NA	1264	21
2744	36	60.147	25.137	1977-09-14	6.94	6.7	4.1	0.968	20	0.645	7.8	0.286	2.071	2665	33
6072	18	60.149	25.001	1977-09-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16073	4	60.193	24.991	1977-09-14	3.33	8.6	73	11.613	185.714	9.677	8.1	85.714	47.143	329	2.5
16350	23	60.184	25.035	1977-09-14	6.06	8.7	68	6.129	85.714	NA	8	NA	NA	76	11
16463	25	60.193	25.087	1977-09-14	6.06	9.5	17	1.613	29.286	NA	8	NA	NA	331	5
16638	62	60.15	24.905	1977-09-14	6.49	8.4	16	1.903	34.286	NA	7.8	NA	NA	463	11
18202	111	60.194	25.195	1977-09-14	6.82	7.2	5	1	23.571	0.613	7.8	0.429	2.071	690	13
18438	113	60.239	25.232	1977-09-14	6.4	9.5	6.7	0.839	22.143	NA	7.8	NA	NA	702	7
3450	114	60.082	25.125	1977-09-19	6.78	6.9	4.4	1.097	20	0.613	7.8	0.214	2	8515	47
17113	75	60.158	24.831	1977-09-20	6.62	7.5	6.6	1.419	27.143	0.548	NA	0.286	0.643	649	8
17572	87	60.193	24.848	1977-09-20	5.61	8.4	75	3.871	65.714	0.194	NA	0.286	0.143	423	3.5
2875	147	60.081	24.737	1977-09-26	6.85	6.9	6.6	1.194	27.857	0.742	8.1	0.643	2.071	3262	27
4994	125	60.098	24.892	1977-09-26	6.49	7.6	4.1	0.839	20	0.355	8	0.357	0	5727	28
2745	36	60.147	25.137	1977-09-28	6.74	7.2	6.2	1.097	22.143	0.484	7.8	0.429	1.214	2665	33
2879	147	60.081	24.737	1978-06-05	5.61	10.6	2.8	0.484	18.571	0.032	8.6	0.571	0.286	3262	27
4098	68	60.136	24.86	1978-06-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4276	107	60.113	24.768	1978-06-05	5.61	10.225	2.5	0.484	21.429	0	8.5	0.643	0.143	1666	18
4998	125	60.098	24.892	1978-06-05	5.57	10.2	3.1	0.452	19.286	0	8.6	0.643	0	5727	28
5548	122	60.058	24.706	1978-06-05	5.63	10.1	2.8	0.323	20	0	8.5	0.571	0.143	5425	41
17578	87	60.193	24.848	1978-06-05	4.85	17.1	43	4.194	58.571	1.387	9.1	0.5	0	423	3.5
17838	92	60.175	24.878	1978-06-05	5.54	13.8	5.6	1	25	NA	8.7	NA	NA	1305	14.3
18781	120	60.109	24.656	1978-06-05	5.17	15.5	3.3	0.645	22.143	0	8.4	0.5	0	518	9
2747	36	60.147	25.137	1978-06-07	5.57	8.2	2.6	0.613	21.429	0.032	8.4	0.786	0.143	2665	33
3453	114	60.082	25.125	1978-06-07	5.54	9.8	3.6	0.484	22.857	0	8.5	0.786	0.214	8515	47
6075	18	60.149	25.001	1978-06-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16075	4	60.193	24.991	1978-06-07	4.28	17	190	17.419	178.571	10.968	9.2	59.286	10.714	329	2.5
16641	62	60.15	24.905	1978-06-07	5.61	11	7.5	0.935	27.143	NA	8.4	NA	NA	463	11
18207	111	60.194	25.195	1978-06-07	5.59	7	3.6	0.581	20.714	0	8.3	0.929	0.286	690	13
2880	147	60.081	24.737	1978-06-19	5.75	10.9	3.5	0.516	25	0.032	8.4	0.857	0	3262	27
4999	125	60.098	24.892	1978-06-19	5.73	11	2.3	0.484	17.143	0	8.4	0.714	0	5727	28
17579	87	60.193	24.848	1978-06-19	5.15	14.55	50	4.516	70	1.161	8.7	0.571	0.286	423	3.5
17839	92	60.175	24.878	1978-06-19	5.64	NA	6.9	1.581	27.857	NA	8.3	NA	NA	1305	14.3
2748	36	60.147	25.137	1978-06-21	5.7	11.8	2	0.419	20	0	8.3	0.786	0	2665	33
3454	114	60.082	25.125	1978-06-21	5.81	12.1	1.8	0.452	17.857	0	8.5	0.714	0.143	8515	47
16076	4	60.193	24.991	1978-06-21	4.74	16.5	170	15.806	207.143	9.032	9.6	51.429	7.071	329	2.5
18208	111	60.194	25.195	1978-06-21	5.66	12.1	2.3	0.516	19.286	0	8.2	1.143	0.143	690	13
18443	113	60.239	25.232	1978-06-21	5.57	13.8	1.8	0.839	19.286	NA	8.1	NA	NA	702	7
4409	142	59.945	25.046	1978-06-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
2749	36	60.147	25.137	1978-07-10	5.66	14.7	5.7	0.839	22.857	0.129	8.4	0.429	0.143	2665	33
6076	18	60.149	25.001	1978-07-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16077	4	60.193	24.991	1978-07-10	4.56	15.6	200	21.29	250	13.226	9.1	71.429	11.429	329	2.5
18209	111	60.194	25.195	1978-07-10	5.63	15.5	7.3	0.935	25	0.097	8.3	0.357	0	690	13
2881	147	60.081	24.737	1978-07-12	5.75	15.4	3.1	0.484	18.571	0.032	8.5	0.214	0	3262	27
4099	68	60.136	24.86	1978-07-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4277	107	60.113	24.768	1978-07-12	5.665	15.1	6.3	0.806	22.143	0.226	8.4	0.214	0	1666	18
5000	125	60.098	24.892	1978-07-12	5.73	15.4	4.4	0.774	20.714	0.032	8.4	0.214	0	5727	28
5549	122	60.058	24.706	1978-07-12	5.79	15.3	3.4	0.548	18.571	0	8.4	0.143	0	5425	41
16642	62	60.15	24.905	1978-07-12	5.57	15.9	11	1.226	31.429	NA	8.4	NA	NA	463	11
17580	87	60.193	24.848	1978-07-12	5.17	18.2	46	5.484	78.571	2.387	8.8	0.214	0.214	423	3.5
17840	92	60.175	24.878	1978-07-12	5.61	16.9	12	2.226	34.286	NA	8.5	NA	NA	1305	14.3
18782	120	60.109	24.656	1978-07-12	5.59	16.1	6.6	0.871	27.857	0.323	8.1	0.214	0	518	9
4410	142	59.945	25.046	1978-07-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
2750	36	60.147	25.137	1978-07-24	5.72	15.7	3.2	0.581	20.714	0.032	8.4	0.5	0	2665	33
6077	18	60.149	25.001	1978-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16078	4	60.193	24.991	1978-07-24	3.66	15.9	140	19.677	264.286	9.032	10.3	171.429	50.714	329	2.5
18210	111	60.194	25.195	1978-07-24	5.75	15.9	9.9	0.71	21.429	0.129	8.2	1.857	0	690	13
18444	113	60.239	25.232	1978-07-24	5.64	16.8	4.1	0.742	25	NA	8	NA	NA	702	7
2882	147	60.081	24.737	1978-07-26	5.79	17.5	3.4	0.484	21.429	0.032	8.5	0.214	0	3262	27
17581	87	60.193	24.848	1978-07-26	5.265	18.55	74	6.129	107.143	0.516	9.5	0.071	0.714	423	3.5
17841	92	60.175	24.878	1978-07-26	5.75	18.2	9.2	1.645	35.714	NA	8.7	NA	NA	1305	14.3
4100	68	60.136	24.86	1978-08-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
5001	125	60.098	24.892	1978-08-07	5.52	18	5.7	0.645	25	0.129	8.5	1	0	5727	28
16643	62	60.15	24.905	1978-08-07	5.64	17.8	21	1.968	40.714	NA	8.5	NA	NA	463	11
17582	87	60.193	24.848	1978-08-07	5.25	18.3	57	9.355	100	5.161	8.4	0.143	0.643	423	3.5
17842	92	60.175	24.878	1978-08-07	5.59	18.4	25	3.097	42.857	NA	8.6	NA	NA	1305	14.3
6078	18	60.149	25.001	1978-08-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16079	4	60.193	24.991	1978-08-09	4.365	16.7	130	13.871	192.857	7.097	9.2	6.143	2.714	329	2.5
18211	111	60.194	25.195	1978-08-14	5.59	15.9	3.4	0.903	22.857	0.355	8.1	2.286	0.571	690	13
18445	113	60.239	25.232	1978-08-14	5.63	15.2	NA	1.065	25	NA	8	NA	NA	702	7
2883	147	60.081	24.737	1978-08-16	5.5	16.4	3.6	0.645	20.714	0.161	8.2	2	0	3262	27
4278	107	60.113	24.768	1978-08-16	5.56	16.35	3.9	0.677	22.857	0.29	7.9	1.929	0.643	1666	18
5550	122	60.058	24.706	1978-08-16	5.5	16.4	3.3	0.548	20.714	0.129	8.2	1.857	0	5425	41
18783	120	60.109	24.656	1978-08-16	5.61	16.3	4.2	0.839	22.143	0.29	8	1.143	0.5	518	9
16080	4	60.193	24.991	1978-09-04	0.665	13.25	37	7.419	235.714	4.516	7.6	53.571	121.429	329	2.5
18212	111	60.194	25.195	1978-09-04	5.57	14.8	5	1.129	25	0.419	7.9	1.929	0.714	690	13
2884	147	60.081	24.737	1978-09-06	5.59	14.5	5.8	1.129	29.286	0.516	8.2	5.929	0.857	3262	27
5002	125	60.098	24.892	1978-09-06	5.59	14.3	5.9	1.032	23.571	0.387	8.1	1.571	0.286	5727	28
17583	87	60.193	24.848	1978-09-06	5.13	14.25	85	4.194	85.714	0.903	9	9.286	0.714	423	3.5
17843	92	60.175	24.878	1978-09-06	5.43	14.6	24	2.839	45.714	NA	8.4	NA	NA	1305	14.3
6079	18	60.149	25.001	1978-09-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16081	4	60.193	24.991	1978-09-18	0.47	10.9	35	7.097	285.714	5.161	7.2	54.286	100	329	2.5
