sampleID	stn	lat	lon	obstime	Salin	Temp	chla	Ptot	Ntot	PO4	pH	NH4	NO3	dist	stnDepth
18677	118	60.163	24.592	1987-07-22	4.2	21.1	4.6	0.935	34.286	0.097	7.9	0.643	0.143	90	13
5124	125	60.098	24.892	1987-07-23	5.82	15.9	2.3	0.581	30	0.032	8	0.571	0.357	5727	28
17676	87	60.193	24.848	1987-08-03	5.21	17.6	22	2.355	50.714	0.419	8	0.5	0.071	423	3.5
5647	122	60.058	24.706	1987-08-04	5.84	13.3	4.5	0.516	26.429	0.032	8.1	0.643	0.071	5425	41
18678	118	60.163	24.592	1987-08-04	4.81	17.3	12	1.29	39.286	0.065	7.7	0.571	0.5	90	13
16176	4	60.193	24.991	1987-08-05	0.55	16.1	60	2.548	150	1.129	7.8	0.571	78.571	329	2.5
18305	111	60.194	25.195	1987-08-05	5.59	16.8	5.3	0.903	29.286	0.161	8.3	0.643	0.357	690	13
5125	125	60.098	24.892	1987-08-06	5.65	14.2	4.9	0.581	27.857	0.032	7.9	0.929	0.429	5727	28
17677	87	60.193	24.848	1987-08-17	5.14	13.8	26	2.065	52.857	0.161	8.3	0.5	0.786	423	3.5
16177	4	60.193	24.991	1987-08-18	2.03	14.4	33	3.226	114.286	1.032	7.6	2.143	65	329	2.5
18306	111	60.194	25.195	1987-08-18	5.07	14.2	7.5	0.774	32.143	0.161	8.1	1	0.929	690	13
5648	122	60.058	24.706	1987-08-19	5.36	14.1	6.5	0.742	41.429	0.097	8.3	1.143	0.286	5425	41
18679	118	60.163	24.592	1987-08-19	4.16	14.4	33	2	57.143	0.129	8.3	0.714	0.071	90	13
5126	125	60.098	24.892	1987-08-20	5.29	14.4	15	0.871	32.143	NA	8.2	NA	NA	5727	28
18680	118	60.163	24.592	1987-09-01	4.36	12.4	18	1.516	41.429	0.161	8.2	0.286	0.071	90	13
5649	122	60.058	24.706	1987-09-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
16178	4	60.193	24.991	1987-09-02	2.39	11.2	31	4.839	121.429	2.065	7.6	5.929	78.571	329	2.5
18307	111	60.194	25.195	1987-09-02	5.43	11.3	4	0.935	27.143	0.484	8.1	3.571	2.286	690	13
5127	125	60.098	24.892	1987-09-03	5.66	12.8	6.2	0.645	25	0.065	8.6	0.357	0.071	5727	28
16179	4	60.193	24.991	1987-09-14	0.49	10.9	13	8.71	171.429	3.226	7.4	4.071	50.714	329	2.5
18308	111	60.194	25.195	1987-09-14	5.52	11.5	7.1	1	30	0.29	8.2	0.786	1.643	690	13
17678	87	60.193	24.848	1987-09-16	5.01	12.1	18	2.032	50.714	0.161	8.1	0.357	1	423	3.5
18681	118	60.163	24.592	1987-09-16	3.45	11.6	23	1.871	50	0.226	7.9	0.214	2.357	90	13
5128	125	60.098	24.892	1987-09-17	5.84	11.1	7.5	0.903	30.714	0.129	8.2	0.643	2.143	5727	28
5650	122	60.058	24.706	1987-09-17	5.99	10.7	8.2	0.871	30	0.129	8.2	0.143	2	5425	41
18309	111	60.194	25.195	1987-09-28	5.4	10.3	7.1	1.194	34.286	0.323	8.1	1.214	1.714	690	13
5651	122	60.058	24.706	1987-09-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	5425	41
16180	4	60.193	24.991	1987-09-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
17679	87	60.193	24.848	1987-09-29	4.7	9.8	39	2.452	62.143	0.129	8.1	0.286	1.071	423	3.5
18682	118	60.163	24.592	1987-09-30	1.24	9.4	5.9	2.903	67.857	0.645	7.3	2.571	15.714	90	13
5825	166	60.116	25.276	1988-06-06	5.27	10	5.9	0.742	30.714	NA	8.7	NA	NA	10081	48
16185	4	60.193	24.991	1988-06-06	0.51	19.1	69	3.871	107.143	0.548	8.8	0.571	36.429	329	2.5
18314	111	60.194	25.195	1988-06-06	4.66	15	5.9	1.226	32.857	0.097	8.6	0.5	0.786	690	13
5656	122	60.058	24.706	1988-06-07	5.3	8.9	5.7	0.71	31.429	0.065	8.5	0.714	0.571	5425	41
5657	122	60.058	24.706	1988-06-07	5.3	8.9	5.7	0.71	31.429	0.065	8.5	0.714	0.571	5425	41
6174	18	60.149	25.001	1988-06-08	4.84	12.8	NA	0.903	38.571	0.097	8.9	0.357	1.929	1463	17
6175	18	60.149	25.001	1988-06-08	4.84	12.8	NA	0.903	38.571	0.097	8.9	0.357	1.929	1463	17
16709	62	60.15	24.905	1988-06-08	4.97	12.2	4.8	0.903	32.857	NA	8.7	NA	NA	463	11
16710	62	60.15	24.905	1988-06-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
17685	87	60.193	24.848	1988-06-08	4.47	19.7	14.8	2.419	50	0.065	8.7	0.643	1.5	423	3.5
2496	149	60.059	24.884	1988-06-09	5.04	11.5	3.8	0.71	31.429	NA	8.9	NA	NA	9997	34
2986	147	60.081	24.737	1988-06-09	5.12	12.8	4.7	0.677	28.571	0.032	8.9	0.429	0.071	3262	27
2987	147	60.081	24.737	1988-06-09	5.12	12.8	4.7	0.677	28.571	0.032	8.9	0.429	0.071	3262	27
3512	114	60.082	25.125	1988-06-09	4.9	13.3	4.7	0.806	30.714	0.065	8.9	0.357	0.286	8515	47
5133	125	60.098	24.892	1988-06-09	4.97	13.1	4	0.742	32.143	0.065	8.9	0.357	0.071	5727	28
5826	166	60.116	25.276	1988-06-20	4.73	15.2	2.7	0.645	27.857	NA	8.8	NA	NA	10081	48
6176	18	60.149	25.001	1988-06-20	4.88	15.2	4.3	0.935	29.286	0.097	8.4	0.214	0.857	1463	17
16186	4	60.193	24.991	1988-06-20	3.67	16.7	23	2.032	45	0.581	8.3	0.714	1.857	329	2.5
16711	62	60.15	24.905	1988-06-20	4.95	15.1	2.7	0.968	40.714	NA	8.5	NA	NA	463	11
17686	87	60.193	24.848	1988-06-20	4.74	17.7	15	2.581	44.286	0.355	8.4	0.286	0.786	423	3.5
17687	87	60.193	24.848	1988-06-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
18315	111	60.194	25.195	1988-06-20	4.82	15.2	6	0.806	27.143	0.065	8.5	0.214	0.5	690	13
2988	147	60.081	24.737	1988-06-21	4.9	14.9	4.6	0.742	28.571	0.032	8.7	0.286	0.214	3262	27
3513	114	60.082	25.125	1988-06-21	4.72	15.2	2.8	0.677	25.714	0.065	8.6	0.286	0.143	8515	47
5134	125	60.098	24.892	1988-06-21	4.91	14.7	3.4	0.774	30	0.032	8.6	1.5	0.571	5727	28
5658	122	60.058	24.706	1988-06-21	4.94	15.1	4.2	0.71	27.857	0.032	8.7	0.214	0.571	5425	41
6177	18	60.149	25.001	1988-07-04	4.77	21	4.4	1.194	33.571	0.258	8.2	0.643	1.214	1463	17
16712	62	60.15	24.905	1988-07-04	4.91	22.5	6.5	1.581	44.286	NA	8.5	NA	NA	463	11
17688	87	60.193	24.848	1988-07-04	4.86	24.2	17	2.968	59.286	0.677	8.2	0.5	0.643	423	3.5
5827	166	60.116	25.276	1988-07-05	4.76	19.3	3.5	0.742	35	NA	8.9	NA	NA	10081	48
16187	4	60.193	24.991	1988-07-05	2.6	22.5	120	5.806	92.857	0.645	9	1.214	1.143	329	2.5
18316	111	60.194	25.195	1988-07-05	4.8	20.1	4	0.903	30.714	0.065	8.7	0.643	1.357	690	13
5659	122	60.058	24.706	1988-07-06	4.89	18.2	2.5	0.774	36.429	0.065	8.6	0.286	1.071	5425	41
2989	147	60.081	24.737	1988-07-07	4.84	18.5	3	0.903	32.143	0.032	8.7	0.429	0.714	3262	27
3514	114	60.082	25.125	1988-07-07	4.79	18.7	2.5	0.774	34.286	0.065	8.6	0.286	0.714	8515	47
5135	125	60.098	24.892	1988-07-07	4.92	18.5	4.2	1	41.429	0.032	8.6	1.429	1.143	5727	28
5828	166	60.116	25.276	1988-07-18	4.26	22.7	2.5	0.645	35.714	NA	8.6	NA	NA	10081	48
16188	4	60.193	24.991	1988-07-18	2.27	24.8	84	6.129	100	1	8.7	1.643	0.214	329	2.5
16713	62	60.15	24.905	1988-07-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
17689	87	60.193	24.848	1988-07-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
6178	18	60.149	25.001	1988-07-19	4.74	22.2	3.4	0.935	28.571	0.097	8.3	0.714	0.071	1463	17
5660	122	60.058	24.706	1988-07-20	4.39	22.1	3.6	0.806	37.857	0.097	8.5	NA	0.214	5425	41
2990	147	60.081	24.737	1988-07-21	4.42	22.7	6.2	1.516	37.857	0.226	8.6	1.286	0.214	3262	27
3515	114	60.082	25.125	1988-07-21	4.26	22.6	2.4	0.645	27.143	0.032	8.4	0.214	0.214	8515	47
5136	125	60.098	24.892	1988-07-21	4.53	22.7	4.3	1.194	37.857	0.097	8.6	1.357	0.214	5727	28
6179	18	60.149	25.001	1988-08-01	5.01	13.4	5.9	1.032	35	0.226	7.6	0.714	1.286	1463	17
16714	62	60.15	24.905	1988-08-01	4.97	15.1	17	1.323	37.857	NA	7.9	NA	NA	463	11
17690	87	60.193	24.848	1988-08-01	4.79	18.2	35	3.226	58.571	0.645	7.9	0.643	1.071	423	3.5
17691	87	60.193	24.848	1988-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
5829	166	60.116	25.276	1988-08-02	5.1	11.1	5	0.71	29.286	NA	8	NA	NA	10081	48
16189	4	60.193	24.991	1988-08-02	1.99	18.2	95	5.161	107.143	0.452	8.7	0.786	10	329	2.5
18317	111	60.194	25.195	1988-08-02	5.11	12.7	4.6	1.161	36.429	0.258	7.9	3.286	1.571	690	13
5661	122	60.058	24.706	1988-08-03	5.28	9.5	7.3	0.645	29.286	0.161	8	0.286	1.5	5425	41
3516	114	60.082	25.125	1988-08-04	5	12	4.7	0.645	29.286	0.065	7.8	0.214	1.214	8515	47
5137	125	60.098	24.892	1988-08-04	5.12	11.6	6.3	0.677	30.714	0.129	8	1	1.643	5727	28
5830	166	60.116	25.276	1988-08-15	5.15	12.9	4.3	0.613	31.429	NA	8	NA	NA	10081	48
5831	166	60.116	25.276	1988-08-15	5.15	12.9	4.3	0.613	31.429	NA	8	NA	NA	10081	48
6180	18	60.149	25.001	1988-08-15	4.75	13.7	13	1.161	42.857	0.161	8	0.429	5.357	1463	17
16190	4	60.193	24.991	1988-08-15	2.08	16.5	42	3.226	107.143	0.935	8	0.214	45	329	2.5
18318	111	60.194	25.195	1988-08-15	5.25	12	5.3	0.806	33.571	0.097	7.8	2.571	1.429	690	13
16715	62	60.15	24.905	1988-08-16	5.3	11.9	6	1.129	32.143	NA	7.6	NA	NA	463	11
17692	87	60.193	24.848	1988-08-16	4.73	17.4	23	2.677	56.429	0.323	8	0.786	0	423	3.5
2991	147	60.081	24.737	1988-08-17	5.47	8.1	2.6	0.71	27.143	0.129	7.8	1.571	2.357	3262	27
3517	114	60.082	25.125	1988-08-17	5.25	10.2	5.8	0.774	31.429	0.065	7.8	0.357	1.786	8515	47
5138	125	60.098	24.892	1988-08-17	5.28	10.9	7.4	0.71	26.429	0.065	8	0.643	1.214	5727	28
5662	122	60.058	24.706	1988-08-17	5.49	7.8	NA	0.71	30	0.129	7.7	1.5	2.857	5425	41
5663	122	60.058	24.706	1988-08-29	4.69	15.1	7.5	0.839	30.714	0.032	8	0.214	0.286	5425	41
5832	166	60.116	25.276	1988-08-30	4.32	15.3	5	0.677	30.714	NA	8	NA	NA	10081	48
16191	4	60.193	24.991	1988-08-30	3.26	15.7	32	3.226	107.143	0.581	7.7	0.571	52.857	329	2.5
6181	18	60.149	25.001	1988-08-31	4.7	14.5	8.1	0.968	43.571	0.097	8	1.786	2.714	1463	17
17693	87	60.193	24.848	1988-08-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
2992	147	60.081	24.737	1988-09-01	4.6	14.7	11	0.71	31.429	0.065	8.3	0.214	0.286	3262	27
3518	114	60.082	25.125	1988-09-01	4.65	15	12	0.613	29.286	0.032	8.1	0.143	0.286	8515	47
5139	125	60.098	24.892	1988-09-01	4.58	14.6	14	0.71	33.571	0.065	8.2	0.571	0.286	5727	28
16716	62	60.15	24.905	1988-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
6182	18	60.149	25.001	1988-09-12	4.37	15.3	5.6	1.065	49.286	0.29	7.8	4.214	7.857	1463	17
16717	62	60.15	24.905	1988-09-12	4.49	15.4	6.8	1.065	62.857	NA	7.9	NA	NA	463	11
17694	87	60.193	24.848	1988-09-12	4.7	16.3	34	3	65.714	0.452	7.9	0.214	0.429	423	3.5
5833	166	60.116	25.276	1988-09-13	4.67	14.9	4.6	0.645	29.286	NA	8	NA	NA	10081	48
16192	4	60.193	24.991	1988-09-13	0.38	13.4	18	4.516	214.286	2.194	7.5	6.071	121.429	329	2.5
5664	122	60.058	24.706	1988-09-14	4.73	14.4	4	0.645	26.429	0.065	8.1	1.286	1.286	5425	41
2993	147	60.081	24.737	1988-09-15	4.7	14.5	6	0.677	27.143	0.097	8.1	1.786	1.214	3262	27
3519	114	60.082	25.125	1988-09-15	4.77	14.9	3.5	0.581	22.857	0.097	8	0.929	0.643	8515	47
5140	125	60.098	24.892	1988-09-15	4.7	14.5	4.6	0.71	30	0.097	8	3.571	1	5727	28
5834	166	60.116	25.276	1988-09-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	10081	48
16193	4	60.193	24.991	1988-09-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
2994	147	60.081	24.737	1988-09-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	3262	27
6183	18	60.149	25.001	1988-09-27	5.35	8.7	2.9	1.161	42.143	0.839	7.6	2.643	12.857	1463	17
16718	62	60.15	24.905	1988-09-27	5.51	9.6	3.4	1.032	36.429	NA	7.8	NA	NA	463	11
17695	87	60.193	24.848	1988-09-27	4.69	11.1	35	2.226	47.143	0.387	8	0.643	0.786	423	3.5
5665	122	60.058	24.706	1988-09-28	5.75	9.2	2.6	0.839	29.286	0.387	7.8	0.214	6.143	5425	41
3520	114	60.082	25.125	1988-09-29	5.6	8.9	2.1	0.968	38.571	0.452	7.7	0.857	5.857	8515	47
5141	125	60.098	24.892	1988-09-29	5.76	9.1	2.5	0.935	32.857	0.387	7.8	0.643	5.786	5727	28
3526	114	60.082	25.125	1989-06-05	5.31	10.4	3.7	0.548	22.857	0.032	8.6	0.714	0	8515	47
5840	166	60.116	25.276	1989-06-05	5.24	10.4	3.1	0.516	25	0.065	8.7	0.929	0	10081	48
6189	18	60.149	25.001	1989-06-05	5.06	11.2	10	0.806	29.286	0.097	8.6	0.643	0.5	1463	17
16199	4	60.193	24.991	1989-06-05	2.06	14.6	67	3.194	78.571	0.516	9.2	0.429	7.143	329	2.5
16200	4	60.193	24.991	1989-06-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
16487	25	60.193	25.087	1989-06-05	4.97	14.6	10	1.097	35.714	0.065	8.2	0.714	0.571	331	5
18323	111	60.194	25.195	1989-06-05	5.12	12.7	5	0.774	28.571	0.032	8.3	0.786	0	690	13
4344	107	60.113	24.768	1989-06-06	5.45	12.4	2.6	0.581	27.857	0.032	8.3	0.929	0	1666	18
16724	62	60.15	24.905	1989-06-06	5.25	14.7	7.1	0.968	37.143	0.161	8	0.714	0.571	463	11
17701	87	60.193	24.848	1989-06-06	4.62	17.4	21	2.548	55	0.323	8.2	1.071	0.714	423	3.5
18688	118	60.163	24.592	1989-06-06	3.95	17	11	1.258	38.571	0.065	8.2	0.643	0	90	13
2500	149	60.059	24.884	1989-06-07	5.29	10.4	4.9	0.71	27.857	0	8.7	0.857	0.286	9997	34
3000	147	60.081	24.737	1989-06-07	5.45	10	5	0.677	36.429	0.032	8.4	6.857	1.143	3262	27
3275	168	60.072	24.868	1989-06-07	5.4	9.6	5.7	0.806	31.429	0	8.6	0.714	0.429	8836	31
5148	125	60.098	24.892	1989-06-07	5.41	9.9	7.7	0.677	30.714	0.032	8.5	0.714	0.357	5727	28
5671	122	60.058	24.706	1989-06-07	5.43	9.7	4.2	0.645	29.286	0	8.5	1.071	0.714	5425	41
3527	114	60.082	25.125	1989-06-19	4.97	12.7	3.3	0.548	31.429	0.032	8.6	0.857	0	8515	47
16201	4	60.193	24.991	1989-06-19	3.92	15.1	39	3.226	67.143	0.097	8.5	1.214	12.143	329	2.5
16488	25	60.193	25.087	1989-06-19	5.15	16.3	11	1.774	33.571	0.097	8	0.714	0	331	5
18324	111	60.194	25.195	1989-06-19	5.1	13.1	5.8	0.968	31.429	0.032	8.3	2	0	690	13
3276	168	60.072	24.868	1989-06-20	5.07	13.7	2.3	0.645	26.429	0.032	8.7	0.786	0.143	8836	31
5149	125	60.098	24.892	1989-06-20	5.15	13.6	5.1	0.677	26.429	0.032	8.6	1.286	0	5727	28
6190	18	60.149	25.001	1989-06-20	5.16	14.3	7.9	0.935	27.857	0.032	8.3	0.5	0	1463	17
16725	62	60.15	24.905	1989-06-20	5.14	13.3	3.4	0.774	30	0.032	8.5	0.714	0	463	11
17702	87	60.193	24.848	1989-06-20	4.96	17.1	23	2.387	45.714	0.226	8.2	0.571	0	423	3.5
3001	147	60.081	24.737	1989-06-21	5.21	14.3	5	0.774	48.571	0.032	8.5	14.286	2.786	3262	27
4345	107	60.113	24.768	1989-06-21	5.26	14.3	3.4	0.677	26.429	0.032	8.4	0.143	0	1666	18
5672	122	60.058	24.706	1989-06-21	5.21	14.5	5.1	0.581	28.571	0.032	8.5	0.071	0	5425	41
18689	118	60.163	24.592	1989-06-21	4.65	18.7	9.4	1.194	37.143	0.065	8.2	0.286	0	90	13
3528	114	60.082	25.125	1989-07-03	5.15	16.6	3.4	0.839	31.429	0.032	8.5	0.643	0.071	8515	47
5841	166	60.116	25.276	1989-07-03	5.04	17.6	2.6	0.839	32.143	0.065	8.5	1.286	0.071	10081	48
6191	18	60.149	25.001	1989-07-03	5.08	18.4	6.4	1.194	37.143	0.129	8.3	0.5	0.143	1463	17
16202	4	60.193	24.991	1989-07-03	3.14	20	31	3.548	92.857	0.323	8.4	0.643	0.786	329	2.5
18325	111	60.194	25.195	1989-07-03	5.07	18.4	7.4	1.129	35.714	0.097	8.4	0.429	0.357	690	13
4346	107	60.113	24.768	1989-07-04	5.24	17.7	3.8	0.935	30	0.032	8.5	0.214	0.571	1666	18
16726	62	60.15	24.905	1989-07-04	5.19	18.6	9.7	1.032	33.571	0.065	8.5	0.071	0.643	463	11
17703	87	60.193	24.848	1989-07-04	5.11	21	25	3.548	60.714	0.548	8.3	0.143	1.214	423	3.5
18690	118	60.163	24.592	1989-07-04	4.61	21.2	13	1.516	52.143	0.097	8.2	0.214	0.714	90	13
5150	125	60.098	24.892	1989-07-05	5.16	17	4.4	0.71	26.429	0	8.5	0.143	0	5727	28
3002	147	60.081	24.737	1989-07-06	5.24	16	5.2	0.806	26.429	0	8.4	0.286	0	3262	27
5673	122	60.058	24.706	1989-07-06	5.23	15.6	4.4	0.839	25	0.032	8.5	0.286	0	5425	41
3529	114	60.082	25.125	1989-07-17	4.85	16.6	3.5	0.806	25.714	0.032	8.5	0.286	0.286	8515	47
5842	166	60.116	25.276	1989-07-17	5.06	15.3	3.2	0.903	27.143	0.065	8.4	0.214	1.071	10081	48
16203	4	60.193	24.991	1989-07-17	1.94	18.6	42	2.806	92.857	0.29	8.8	0.214	25	329	2.5
16489	25	60.193	25.087	1989-07-17	5.13	19.1	12	1.516	36.429	0.161	8.1	0.714	0.214	331	5
16490	25	60.193	25.087	1989-07-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
18326	111	60.194	25.195	1989-07-17	5.1	15.6	4.9	0.935	30	0.065	8.3	0.357	0.357	690	13
4347	107	60.113	24.768	1989-07-18	5.26	16.2	8.3	1.097	31.429	0.129	8.2	0.071	0.5	1666	18
16727	62	60.15	24.905	1989-07-18	5.22	16.8	12	1.484	37.143	0.129	8.2	0.214	0.571	463	11
17704	87	60.193	24.848	1989-07-18	5.18	19.3	30	3.129	57.143	0.452	8.4	0.286	0.357	423	3.5
18691	118	60.163	24.592	1989-07-18	5.02	19.1	15	1.484	42.143	0.129	8	0.214	0.571	90	13
6192	18	60.149	25.001	1989-07-19	5.13	15.6	7.8	1.161	33.571	0.161	8.1	0.071	0.5	1463	17
2501	149	60.059	24.884	1989-07-20	4.82	14.6	4.3	0.548	28.571	0	8.3	0.5	0.214	9997	34
3003	147	60.081	24.737	1989-07-20	5.15	12.3	4.6	0.677	27.857	0.032	8.2	0.357	0	3262	27
3277	168	60.072	24.868	1989-07-20	5.12	13.9	4.4	0.581	34.286	0.032	8.3	0.5	0	8836	31
5674	122	60.058	24.706	1989-07-20	4.98	12.6	4.2	0.774	28.571	0.129	8.2	0.357	0.429	5425	41
3530	114	60.082	25.125	1989-07-31	5.07	17.6	3.5	0.71	29.286	0.032	8.3	0.429	0	8515	47
5843	166	60.116	25.276	1989-07-31	4.6	17.1	3.1	0.645	25.714	0.032	8.4	0.286	0	10081	48
16204	4	60.193	24.991	1989-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
16491	25	60.193	25.087	1989-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
16492	25	60.193	25.087	1989-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
18327	111	60.194	25.195	1989-07-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	690	13
6193	18	60.149	25.001	1989-08-01	5.21	15.2	5	1.065	30	0.161	8.1	0.214	0.714	1463	17
4348	107	60.113	24.768	1989-08-02	5.04	16.5	6.1	0.839	30.714	0.032	8.3	0.214	0.071	1666	18
5151	125	60.098	24.892	1989-08-02	4.92	16.8	5.8	1.032	58.571	0	8.4	0.286	0	5727	28
16728	62	60.15	24.905	1989-08-02	5.02	16.3	7.5	1.097	32.143	0.097	7.9	0.214	0.643	463	11
17705	87	60.193	24.848	1989-08-02	5.21	19.8	25	3.226	55.714	0.742	8.3	1.929	0.5	423	3.5
18692	118	60.163	24.592	1989-08-02	5.12	19.1	14	1.581	42.857	0.161	8	0.214	0	90	13
3004	147	60.081	24.737	1989-08-03	4.91	16.7	4.2	0.581	28.571	0.032	8.3	1.143	0	3262	27
3278	168	60.072	24.868	1989-08-03	4.88	16.8	4.2	0.742	28.571	0.065	8.3	0.857	0.214	8836	31
5675	122	60.058	24.706	1989-08-03	5	16.8	3.6	0.484	27.143	0.065	8.3	0.357	0	5425	41
3531	114	60.082	25.125	1989-08-14	4.8	15.1	3.4	0.903	41.429	0.258	8	2.571	1.143	8515	47
5844	166	60.116	25.276	1989-08-14	4.84	15	2.8	0.871	41.429	0.29	8	2.714	1.357	10081	48
6194	18	60.149	25.001	1989-08-14	4.72	17.5	7.2	1.968	50	0.484	8.1	3.786	0.429	1463	17
16205	4	60.193	24.991	1989-08-14	2.4	17.5	99	5.806	128.571	0.677	8.7	2.357	18.571	329	2.5
16493	25	60.193	25.087	1989-08-14	4.99	18.2	10	1.548	50.714	0.194	8	0.357	0.429	331	5
16494	25	60.193	25.087	1989-08-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
18328	111	60.194	25.195	1989-08-14	4.83	16.1	3.4	1.065	49.286	0.419	7.9	6.643	0.929	690	13
4349	107	60.113	24.768	1989-08-15	4.9	16.3	4.2	1.032	32.857	0.29	8.1	2.214	0.786	1666	18
16729	62	60.15	24.905	1989-08-15	4.78	17.9	6.3	1.613	39.286	0.548	8.1	10.714	1.357	463	11
17706	87	60.193	24.848	1989-08-15	5.08	18.7	26	3.129	57.857	0.419	8.4	0.286	0.5	423	3.5
18693	118	60.163	24.592	1989-08-15	4.94	18.8	16	1.613	41.429	0.194	8.1	0.214	0.286	90	13
2502	149	60.059	24.884	1989-08-16	4.26	16.7	2.8	0.645	27.857	0.097	8.2	2.071	1.143	9997	34
2503	149	60.059	24.884	1989-08-16	4.26	16.7	2.8	0.645	27.857	0.097	8.2	2.071	1.143	9997	34
3005	147	60.081	24.737	1989-08-16	5	15.5	3	0.774	26.429	0.258	8.1	1.714	1.143	3262	27
3279	168	60.072	24.868	1989-08-16	4.6	16.1	4	0.71	25	0.065	8.2	1.214	1.071	8836	31
5152	125	60.098	24.892	1989-08-16	4.96	15.4	3	0.742	24.286	0.258	8.1	1.714	1.143	5727	28
5676	122	60.058	24.706	1989-08-16	5.02	15.4	3.8	0.71	25	0.226	8.1	1.357	1.143	5425	41
3532	114	60.082	25.125	1989-08-28	4.63	14.3	9.1	0.742	27.857	0.065	8	0.357	0.071	8515	47
5845	166	60.116	25.276	1989-08-28	4.67	13.7	11	1.032	35	0.065	8.2	0.286	0.071	10081	48
6195	18	60.149	25.001	1989-08-28	4.99	12.2	13	1.613	40.714	0.161	7.9	0.214	0.929	1463	17
16206	4	60.193	24.991	1989-08-28	2.49	12.9	61	4.839	128.571	0.742	8	0.357	41.429	329	2.5
16495	25	60.193	25.087	1989-08-28	4.9	13.9	21	1.806	42.857	0.129	8.1	0.143	0.071	331	5
16496	25	60.193	25.087	1989-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
18329	111	60.194	25.195	1989-08-28	5.04	12.9	9.2	1.323	35	0.129	8.2	4.071	0.786	690	13
4350	107	60.113	24.768	1989-08-29	5.16	11.5	9.9	0.935	34.286	0.065	8.2	0.214	0.143	1666	18
16730	62	60.15	24.905	1989-08-29	5.15	11.8	10	1.161	37.143	0.097	7.8	0.714	0.071	463	11
18694	118	60.163	24.592	1989-08-29	4.58	13.4	22	1.839	47.143	0.065	8.3	0.571	0.071	90	13
2504	149	60.059	24.884	1989-08-30	4.75	14.5	6.2	0.548	24.286	0.032	8.2	0.286	0.071	9997	34
3006	147	60.081	24.737	1989-08-30	4.88	13.3	9.3	0.968	30.714	0.032	8.3	0.286	0.643	3262	27
3280	168	60.072	24.868	1989-08-30	4.85	14	6.6	0.613	27.143	0.032	8.2	0.357	0.071	8836	31
5153	125	60.098	24.892	1989-08-30	4.89	13.2	8.7	0.806	30	0.032	8.2	0.286	0.071	5727	28
5677	122	60.058	24.706	1989-08-30	4.87	13.6	7.4	0.774	30.714	0.032	8.2	0.286	0.5	5425	41
16497	25	60.193	25.087	1989-09-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
6196	18	60.149	25.001	1989-09-11	4.94	12.6	19	1.71	35.714	0.065	8.3	0.429	0.643	1463	17
16731	62	60.15	24.905	1989-09-11	5.05	12.3	17	1.129	24.286	0.032	8.2	0.357	0.071	463	11
17707	87	60.193	24.848	1989-09-11	4.91	13	24	3.194	59.286	0.29	8.3	0.643	0.429	423	3.5
4351	107	60.113	24.768	1989-09-12	5.1	12.2	NA	0.71	35	0.29	8.1	0.286	0.143	1666	18
5678	122	60.058	24.706	1989-09-12	5.13	12.4	8.5	0.548	28.571	0	8.1	0.286	0.214	5425	41
18695	118	60.163	24.592	1989-09-12	4.72	12.8	17	1.355	37.857	0.097	8	0.357	0.071	90	13
3533	114	60.082	25.125	1989-09-13	4.96	13.9	6.9	0.613	35	0.032	8.2	0.214	0.071	8515	47
5846	166	60.116	25.276	1989-09-13	5.01	12.2	7	0.742	37.857	0.032	8.2	0.214	0.071	10081	48
16207	4	60.193	24.991	1989-09-13	4.11	11.8	31	2	78.571	0.258	7.9	0.214	15.714	329	2.5
16498	25	60.193	25.087	1989-09-13	4.95	12.9	13	1.516	47.857	0.161	8	0.143	0.071	331	5
18330	111	60.194	25.195	1989-09-13	5.01	12.6	9.5	0.903	38.571	0	8.2	0.214	0.071	690	13
2505	149	60.059	24.884	1989-09-14	5.13	13.2	6.2	0.677	32.857	0	8.3	0.357	0.071	9997	34
